,review_text,verified_purchase,word_count
884,excel price servic fault way,True,5
885,great bargain bottl seem tini realli need lot soft beauti scent cloth batgain,False,13
886,absolut love comfort love smell love everyth absolut fab round,True,10
887,favourit condition like way smell,False,5
888,love fragranc item came well packag arriv promptli,True,8
889,cloth smell love fabric beauti soft fresh smell last day cloth,True,11
890,friend recommend sever wash hardli see differ ad good thing plenti mani wash,True,13
891,great wash capsul,True,3
892,great offer superdrug howev look like st ive chang ingredi effect rememb particular textur consist smell differ need bring back old,False,21
893,leav sever damag hair moisturis fluffi ask anymor consid alreadi amaz valu money price,False,14
894,discov amaz year ago sinc becom stapl mine love usag feel tan enough much softer shimmeri well could recommend,False,19
895,great moisturis sensit,False,3
896,eczema acn rosacea face coz dri sting face make wors make nice soft effect help eczema,False,16
897,oili combin type forev get spot blackhead zone especi nose fed start cleans tone moisturis toner far best one ever smell amaz irrit like brand tri despit sensit blackhead spot clear oili zone much problem anymor definit get recommend anyon similar issu review collect part promot,False,46
898,day say realli kind bad smell feel smooth soft truli recommend everyon review collect part promot,False,16
899,realli surpris leav face look feel smooth soft fresh realli gentl feel amaz massag wet rins without leav residu fantast valu money would certainli recommend part everi day care routin review collect part promot,False,34
900,alway buy realli creami irrit,False,5
901,bought someon els shop person comment alway simpl wash face scrub say dri,False,13
902,sensit usual difficult find facial wash effect refresh gentl dri tick box left feel clean fresh definit buy simpl review collect part promot,False,23
903,suffer mild ezyema alway sensit dri care skincar prefer brand nasti fan simpl moisturis face wipe switch kind face wash week notic radiant less dri face left feel clean fresh wash light refresh non perfum best kind still cleans great everi day mild cleanser introduc care regim great afford price rang review collect part promot,False,55
904,bought month ago due fact love simpl skincar look drugstor face wash lot nasti perfect gentl face wash take makeup leav feel soft clean follow simpl moisturis brainer review collect part promot,False,32
905,realli like doubl cleans routin oil remov makeup help remov rest feel realli respect acn prone leav fresh smooth review collect part promot,False,23
906,shop brand face wash seem dri face caus spot sinc tri simpl kind refresh face wash face never felt soft sign dri spot definit buy face wash review collect part promot,False,31
907,usual like moisturis face wash fairli dri love long day leav residu left feel realli soft need care much littl go along way review collect part promot,False,27
908,daili lather nice littl water bottl good size last long time found quit dri compar facial wash think even smell refresh littl disappoint review collect part promot,False,27
909,face wash week realli happi way make feel dri harsh chemic smell lather realli well littl goe long way remov make well leav nice soft great packag easi squeez tube review collect part promot,False,34
910,realli like face wash would definit buy futur react well simpl face glow got shower would definit rocemmend friend well review collect part promot,False,24
911,someth never tri daili look feel better delic smell easi good absolut love x review collect part promot,False,18
912,bleach becam bit obsess mine live big hous bed pool room bottl day say luv alway pink bleach stabl aswel new favourit white maid thought white wash ad white bed towel ect done trick aswel,False,35
913,alway honey suckl sandalwood wash bottl love smell asda yesterday smelt one wow honestli say make perman chang one beauti cherri blossom sweet pea beauti smell wish would sell bigger size bottl wash one like honey suckl sandal wood one start sell wash one pleas thank,False,46
914,one nicest smell fabric condition smelt ever cloth alway beauti scent get enough mmmm pleas stop make comfort peopl,False,19
915,bought price smell tub clean good wash reason buy cloth smell like put,False,13
916,day say realli kind bad smell feel smooth soft truli recommend everyon review collect part promot,False,16
917,remov year scent greasi irrit eye area even remov stubborn mascara fantast valu,False,13
918,oili combin type forev get spot blackhead zone especi nose fed start cleans tone moisturis toner far best one ever smell amaz irrit like brand tri despit sensit blackhead spot clear oili zone much problem anymor definit get recommend anyon similar issu review collect part promot,False,46
919,daili lather nice littl water bottl good size last long time found quit dri compar facial wash think even smell refresh littl disappoint review collect part promot,False,27
920,suffer mild ezyema alway sensit dri care skincar prefer brand nasti fan simpl moisturis face wipe switch kind face wash week notic radiant less dri face left feel clean fresh wash light refresh non perfum best kind still cleans great everi day mild cleanser introduc care regim great afford price rang review collect part promot,False,55
921,face wash week realli happi way make feel dri harsh chemic smell lather realli well littl goe long way remov make well leav nice soft great packag easi squeez tube review collect part promot,False,34
922,bought month ago due fact love simpl skincar look drugstor face wash lot nasti perfect gentl face wash take makeup leav feel soft clean follow simpl moisturis brainer review collect part promot,False,32
923,best face wash gentl fragranc free dri,False,7
924,found lot need remov eye make made feel quit dri around eye well,False,13
925,nice mixtur varieti get two flavour bit creami compar brand,False,10
926,yummi especi almond flavour one melt mouth fave white chocol flavour ice cream rich creami great white chocol lover three scrumptiou special way like dark chocol sweet treat would recommend,False,30
927,hard water area england need two capsul wash give wash packet advertis,False,12
928,capsul good job last two time purchas split packet inconveni messi wast kept cool cupboard must get damag transit persil liquid read problem gone away,False,25
929,pop washer add wash press go problem simpl,False,8
930,low carb genuin tast often offer noth wrong bottl,False,9
931,say ice cream absolut gorgeou thoroughli recommend yummi,False,8
932,tri substitut magnum brand alway magnum disappoint famili give someth worth cost cut delici,False,14
933,say classic smell came quick,True,5
934,gift dad pleas,True,3
935,smell nice boy,True,3
936,good,True,1
937,brilliant first class deliveri spain well done,True,7
938,seem bit weird compar supermarket one pour hot water noodl quit tough dri one supermarket soon pour water easili mix around fork one strang,True,24
939,decent valu deliv next day prime conveni,True,7
940,awsm,True,1
941,love smell big wash,True,4
942,expect better valu supermarket,True,4
943,love combin three buy togeth work well togeth fragranc smell nice,True,11
944,good qualiti usual subscript past time deliv bottl wash liquid leak everywher bead condition,True,14
945,smell love lot smaller expect price half price supermarket size get amazon,True,12
946,wash liquid leak box,True,4
947,realli good price,True,3
948,veey crafti price stay even though chang bottl mani wash get get wash less,True,14
949,describ,True,1
950,great say tin,True,3
951,good powder less sud total clean,True,6
952,expect better valu supermarket,True,4
953,wash well,True,2
954,quick deliveri good valu,True,4
955,thing life enjoy buy thing plainli matter pretti bright bold actual wash deterg alway grudg purchas one like dirti smelli cloth wash powder tablet capsul necess make hole everyon weekli groceri budget could better spent someth interest cake exot veget look cook along ariel fairi bold persil one big brand domin market deterg own global consum giant unilev expert brand market refresh see capsul reason valu work p absolut bargain even dodgi imit one find sub prime supermarket great thing persil guarante go high qualiti capsul come rubberi gossam coat case contain differ brightli colour gel like liquid four compart funki look purpl green white grey swirl gu thing wash cloth nice pleasant smell without overbear idea happen plastic case outsid capsul put wash machin mayb bio de grade mayb disappear magic one live great mysteri like great sphinx giza bermuda triangl mean voynich manuscript,True,145
956,pleas wash realli well residu left drum wash come clean smell fresh,True,12
957,happi purchas bulk cheaper pick supermarket find residu wash,True,9
958,clean well,True,2
959,second time order bargain pack mean work per capsul shop brand clean cloth well definit reorder,True,16
960,describ arriv time great valu money,True,6
961,great bulk buy obvious need space someth need,True,8
962,delici complaint smaller normal magnum,False,5
963,clean bathroom home variou liquid year bought cif power shine complet disappoint tile ceram mirror streak,False,16
964,thought tri spray sorri say leav streak kitchen surfac mani cif great result one terribl,False,15
965,tri mani antiperspir let lynx brand keep dri day night think lynx teenag tri move onto expens brand aim mid rang male market work good hope return lynx smell good stay dri,True,32
966,brilliant last long time buy elsewher,False,6
967,beauti smell throughout wash tip mark,True,6
968,love wipe wipe soft strong late afternoon everyday let face feel refresh without make feel dri wipe crazi even need put cream quit happi result new type wipe review collect part promot,False,32
969,bought holiday love fresh smell nice day long,False,8
970,sensit know reli simpl rang care everi even cleans work brilliantli would highli recommend anyon els sensit review collect part promot,False,21
971,get much time review say found highli effect quit like way made feel appli easi appli soak fast sticki leav residu review collect part promot,False,25
972,realli impress dri sensit choos care know reli simpl rang easi appli leav face feel fresh clean review collect part promot,False,21
973,alway love simpl wipe easi take makeup one wipe even manag take waterproof mascara leav feel fresh clean would recommend anyon review collect part promot,False,25
974,rate mani past year got say favourit say would absolut purchas micel cleans wipe recommend everyon tri money worth regret buy pack wipe money total worth alreadi receiv feed back friend famili tri make event absoulut go stick wipe soft job review collect part promot,False,45
975,origin simpl wipe sinc rememb one moistur feel though get makeup lot easier feel refresh ordinari one review collect part promot,False,21
976,rate mani past year got say favourit say would absolut purchas micel cleans wipe recommend everyon tri money worth regret buy pack wipe money total worth alreadi receiv feed back friend famili tri make event absoulut go stick wipe soft job review collect part promot,False,45
977,alway love simpl wipe easi take makeup one wipe even manag take waterproof mascara leav feel fresh clean would recommend anyon review collect part promot,False,25
978,origin simpl wipe sinc rememb one moistur feel though get makeup lot easier feel refresh ordinari one review collect part promot,False,21
979,bargin price,True,2
980,happi,True,1
981,love smell,True,2
982,origin simpl wipe sinc rememb one moistur feel though get makeup lot easier feel refresh ordinari one review collect part promot,False,21
983,rate mani past year got say favourit say would absolut purchas micel cleans wipe recommend everyon tri money worth regret buy pack wipe money total worth alreadi receiv feed back friend famili tri make event absoulut go stick wipe soft job review collect part promot,False,45
984,alway love simpl wipe easi take makeup one wipe even manag take waterproof mascara leav feel fresh clean would recommend anyon review collect part promot,False,25
985,carri gym bag work go remov make well irrit face remov mascara gentl rub scent overwhelm leav face soft alon feel remov everyth great rush face wash handi review collect part promot,False,32
986,found wipe dri effect remov makeup doubl cleans definit requir remov eye makeup wipe struggl good simpl wipe tri quit tough review collect part promot,False,25
987,although love regularli number simpl skincar avoid facial toner due bad experi anoth major brand left extrem dri flaki howev toner make sting fact feel like like moisturis water leav fresh dewi day look clearer feel smooth time week deffin chang opinion toner cannot reccomend enough review collect part promot,False,50
988,although love regularli number simpl skincar avoid facial toner due bad experi anoth major brand left extrem dri flaki howev toner make sting fact feel like like moisturis water leav fresh dewi day look clearer feel smooth time week deffin chang opinion toner cannot reccomend enough review collect part promot,False,50
989,although love regularli number simpl skincar avoid facial toner due bad experi anoth major brand left extrem dri flaki howev toner make sting fact feel like like moisturis water leav fresh dewi day look clearer feel smooth time week deffin chang opinion toner cannot reccomend enough review collect part promot,False,50
990,toner feel realli nice sooth face everi even alway look forward put make feel refresh soft lot includ bottl would definit recommend review collect part promot,False,26
991,vaselin lip well year love buy larg jar plain vaselin lip love realli smell tast last week bought new jar put tast explain tast like black oil goe car terribl tri week stand longer guess formula ingredi supplier chang hope bring back old version disappoint,False,45
992,toner feel realli nice sooth face everi even alway look forward put make feel refresh soft lot includ bottl would definit recommend review collect part promot,False,26
993,light sticki three pack great valu,True,6
994,say tin,True,2
995,toner feel realli nice sooth face everi even alway look forward put make feel refresh soft lot includ bottl would definit recommend review collect part promot,False,26
996,comfort pure year find last one bought realli aw smell tri shop smell obvious chang perfum without let anyon know comment would appreci,False,23
997,nice scent,True,2
998,thank,True,1
999,great valu money,True,3
1000,hair feel much better,True,4
1001,bodi wash recent work great moistur pretti decent price,False,9
1002,pretti good bodi wash cost friendli plu get job done,False,10
1003,moistur pretti scent well keep moistur day long,False,8
1004,soft one wash stuff crazi like oili dri either actual moistur lot first time buy happi shave never felt better,False,20
1005,love dove soap bar liquid soap amaz lather great alway leav feel super clean even smell soap leav shower love alway leav feel great,False,24
1006,love bodi soap like appli lotion shower realli dri want act dri reli soap give extra hydrat smell nice keep moistur,False,21
1007,love bodi wash dove line favourit one realli like heavi scent realli leav soft moistur nourish feel buy one frequent,False,20
1008,big fan dove doesnt much wow factor feel clean base commerci cant help feel disappoint especi price point dont recommend,False,20
1009,nice nice nice,True,3
1010,realli wrong deodor smell nice also last week month depend much cours can bargain deodor quit fcuk deodor quit expens opt go brand cheaper honest prefer one go back highli recommend,True,31
1011,best hair ever,False,3
1012,great,True,1
1013,good antiperspir deodor would buy,True,5
1014,liter pour money drain,False,4
1015,work well,True,2
1016,usual love simpl toner left face sore red,False,8
1017,aaaaamaz tri one one recommend type sensit sun damag perfect summer sun test week ago full sun fulli recommend import tattoooo friendli review collect part promot,False,26
1018,colour fine howev year smell strong annoy glitter effect might nice beach less offic leav brown mark white towel dri,False,20
1019,alway best smell,True,3
1020,one favourit fabric condition realli love smell long last also great valu money,True,13
1021,receiv regularli via amazon subscrib save work cheaper shop smell great leav hair clean shini,True,15
1022,great shampoo beat expens brand,True,5
1023,citru refresh mini either love ice lolli would highli recommend would definit buy,False,13
1024,love sinc littl pleas say tast chang ice lolli bargain introduc partner sadli like mean share right size hot melt drip hand time finish one,False,25
1025,good brand,True,2
1026,great scent well worth money buy bulk,False,7
1027,otherwis bother scent ok noth special normal price make less attract option normal noth bad noth make differ dozen cheaper version either,True,22
1028,best lotion gel moistur ever lot alway come back one,False,10
1029,love refresh scent cream light consist heavi sink well would littl bit last moistur effect job major day review collect part promot,False,22
1030,amaz exactli say keep face smooth also tone face also littl cotton wool rub daili day notic lot chsnge review collect part promot,False,23
1031,cheap cheer got makeup eas without dri due micellar water left feel nice cleans good size pack price say anyth extra impresss still nice review collect part promot,False,28
1032,cheap cheer got makeup eas without dri due micellar water left feel nice cleans good size pack price say anyth extra impresss still nice review collect part promot,False,28
1033,good soft none fragranc wipe normal origin simpl cleans face wipe found micellar wipe take slightli makeup face howev still think effect remov makeup micellar water review collect part promot,False,30
1034,cheap cheer got makeup eas without dri due micellar water left feel nice cleans good size pack price say anyth extra impresss still nice review collect part promot,False,28
1035,brought littl ago glad remov makeup realli well make feel fresh clean even remov water proof mascara realli well make eye sting review collect part promot,False,26
1036,start incorpor night time routin cleanser first notic get spot place usual get eventu went away howev apart realli notic differ may bit softer differ margin review collect part promot,False,30
1037,got facial toner week ago becom main part daili care routin given natur glow point feel comfort wear makeup highli recommend review collect part promot,False,25
1038,second bottl bought lightweight need hair fine tendenc pull wash hair everi day spray liber dri scent quit discreet overwhelm sticki hair either stop hair dri much good protector,False,29
1039,dri,True,1
1040,awesom,True,1
1041,start incorpor night time routin cleanser first notic get spot place usual get eventu went away howev apart realli notic differ may bit softer differ margin review collect part promot,False,30
1042,start incorpor night time routin cleanser first notic get spot place usual get eventu went away howev apart realli notic differ may bit softer differ margin review collect part promot,False,30
1043,fan gel cream one fantast smooth applic realli hydrat wake smoothest morn great new addit night time routin reason price,False,20
1044,fantast promis mix moisturis water boost rang day night time sooo hydrat complaint great great price,False,16
1045,amaz get littl also work well doesnt make hair sticki,True,10
1046,smell nice like real sweet flower also long last perfect combin,False,11
1047,love stuff great shine cooker sink,True,6
1048,smell love pleasant appli last morn fail protect,False,8
1049,time time return design probabl younger menopaus sometim irrit find cream help calm excema red etc reduc wrinkl crepey come age layer conjunct hyaluron base cream water base make wonder companion good job make eye look reason iron wrinkl loss firm easili absorb leav greasi great make day night eye cream best good price,False,54
1050,love smooth soap leav soft clean,False,6
1051,describ,True,1
1052,vegan daughter persuad buy glad love creami smooth ice cream never think non dairi vegan love ice cream hesit buy,False,20
1053,love vaselin jelli mani jar small tub cannot live without loyal long time custom howev wish pure jelli came conveni tube lip balm lip tub must finger small tub lip therapi etc come ad color flavor someth ad besid pure petroleum jelli irrit lip thank read concern hope day pure vaselin lip balm tube thank,False,55
1054,honestli smell amaz love wash smell strong know clean love buy,False,11
1055,love mustard salad dress cook eat meat,True,7
1056,smell ok,True,2
1057,quit expens alway feel littl bit fresher regular kind simpl late recommend notic overal improv ridicul price claim perform miracl lol also reaction sensit never happen simpl tri lot great stuff,False,31
1058,bodi wash made glow dri itchi,False,6
1059,make hair feel soft great price highli reccomend,False,8
1060,arriv quickli real thing delight,True,5
1061,ok,True,1
1062,describ,True,1
1063,dove good brand one one favorit shea butter smell good make feel amaz,False,13
1064,good,True,1
1065,brought hous hold item price cheaper,True,6
1066,bargain expect,True,2
1067,help scalp much price ridicul consid amount per wash must buy condition non gentl brand would last time longer feel like peopl ill rins pun intend go realli long hair look cheaper altern great help husband dermat sore scalp first hair went dri like hay switch back forth dri greasi week look healthier ever wonder take time hair get less stuff get back natur form know mean main advic would tri week minimum write rubbish annoy asid price thin runni hard stop run hair back bottl goe plug hole without ever wash hair first,False,94
1068,time ye may gentl make soggi mess soap dish unlik old favourit lux enough plan tri find someth els,False,19
1069,love link africa,True,3
1070,like marmit good like toast chees sandwich howev realli squeez quit hard get imagin would lot wastag unless cut pack open prefer glass jar,False,24
1071,hate new persil bio smell realli horribl overpow take whole hous persil mani year look new bio deterg one run pleas chang non bio,False,24
1072,,True,0
1073,good valu money would recommend buy,True,6
1074,great money,True,2
1075,can deliv instead,True,3
1076,mr love lotion howev new pump absolut terribl design lotion travel throughout hous day new pump tini lotion spot nearli surfac see pictur side pump look exactli quit easi pic wrong side need quick pump also wonder decid deni us last lotion bottl make top fix piec instead remov thank,False,50
1077,love despit fact box wherea packag say,False,7
1078,like hand cream like hair squeak clean shampoo may like green appl tressem alway serv well good valu hair feel clean moistur rich want keep wash hair feel like hair full silicon possibl,False,33
1079,buy deodor monthli year favourit alway let smell fresh let mark cloth,False,12
1080,away holiday deodor put dress white mark dress chang fewer mark second dress deodor worn first dress ideal go meet wast money,False,22
1081,happi purchas excel love arriv time great seller accur reliabl recommend thank lot,True,13
1082,beat hellman mayo,False,3
1083,love shampoo age discount price pantri purchas,True,7
1084,smell amaz alway great price continu buy,False,7
1085,love wipe buy year continu,False,5
1086,amaz valu leav girli hair feel soft smell love,True,9
1087,excel,True,1
1088,excel,True,1
1089,good valu usual roll like well fresh last,True,8
1090,nice hair made nice soft anyth colour bottl huge difficult get bottl need two hand perhap better design need,False,19
1091,good,True,1
1092,love smell last great price,True,5
1093,last well good everyth problem wash capsul much cheaper,True,9
1094,everi purchas fairi non bio liquid husband suffer eczema extrem sensit would never purchas anyth els brother said tri persil non bio great nephew sensit gave randomli wash cloth bed persil want husband say flare chang result love fresh smell also notic differ bright white cloth soft live hard water area result great capsul conveni perform great one heavi hand fill wash ball also save money subscrib worri run wish attract eye look edibl pleas keep reach children packag child proof,True,81
1095,great littl starter set wash newborn cloth arriv great valu,True,10
1096,quit good better expect one leak bit noth caus concern scent manli pleasant goe foami scent last quit bit definit buy finish,True,22
1097,look eye cream expens mostli simpl skincar dri sensit bought eye cream good creas wrinkl one eye least notic moistur light eye also sooth effect bought lot sinc first tri year ago,False,32
1098,nearli said year go must start night cream dri sensit simpl purifi cleans lotion sooth toner light moisturis amaz night fantast moisturis spot clear make face look plump take dryness away sting eye day cream think spf anyway realli love cream,False,41
1099,oddli enough shampoo perform much better start moisturis shampoo hair first felt littl dri strip howev want throw given good go persev wash glad leav hair soft shini smooth manag scalp comfort lather clean well enough greasi root without strip drier end give light moistur hair without build grown everyday,False,50
1100,pleas xlarg bottl nice smell amaz pleas alway sell discontinu like u normal,False,13
1101,honest wipe upset temperament perfect lazi girl solut clean soft remov makeup easili best option go somewher go holiday pack nice colour make happi smell nice soft review collect part promot,False,31
1102,honest wipe upset temperament perfect lazi girl solut clean soft remov makeup easili best option go somewher go holiday pack nice colour make happi smell nice soft review collect part promot,False,31
1103,love protect well smell love great price long last,False,9
1104,tri substitut magnum brand alway magnum disappoint famili give someth worth cost cut delici,False,14
1105,brain op wife need safe shampoo recomend,False,7
1106,eye cream sinc august wow amaz eye cream past make eye itchi stream eye cream never done absorb absorb make eye water,False,22
1107,realli like smell nice strong floor look nice clean long time probabl coupl year alreadi happi,False,16
1108,pleas xlarg bottl nice smell amaz pleas alway sell u discontinu like u normal,False,14
1109,box came bash caus bottl leak,True,6
1110,perfect good valu describ would buy,True,6
1111,,True,0
1112,well worth money,True,3
1113,first time bought ice cream review good tri honest u bad amaz vanilla yogurt alpro way better kid enjoy need vanilla flavour husband smell say smell like big blop cream,False,30
1114,alway alway great toast sandwich slice tomato season hot drink gravi highli recommend,False,13
1115,even wash deg still get remain capsul washer cloth one occas stuck washer filter trigger fault light bought could get prefer persil non bio tablet buy capsul also fragranc overpow,False,30
1116,good,True,1
1117,good price make floor smell love,True,6
1118,thank brilliant excel servic,True,4
1119,thank brilliant excel servic,True,4
1120,time energi appli proper fake tan regular basi time week instead actual realli pale find one pale take age show colour buy one darker give love colour bit sooner got care treat like moistur rub well care elbow wrist knee feet like would regular tanner last long time wear patch,False,50
1121,love tbhe smell last age worth money,True,7
1122,well worth money bottl bigger one shop,True,7
1123,absolut ador scent fabric condition tri mani blue one noth compar one,False,12
1124,best choic fragranc perfect cloth stay long time fresh,False,9
1125,absolut amaz smell smell keep long cloth full recommend,False,9
1126,realli smooth tast mustard hot perfect salad dress chees sauc spread toast top bake bean add enough kick,False,18
1127,yummi mini ice creami sorbet type lolli fairli healthi compar other good size kid love year round,False,17
1128,cheaper shop make cloth smell great,True,6
1129,year hair straighten curl often damag heat,True,7
1130,solero sooo fruiti absolut gorgeou noth said realli want put ask would recommend friend would,False,15
1131,awesom smell dove best go wrong,True,6
1132,good fabric condition,True,3
1133,tri fed powder condition leav mess wash machin drawer also take load space cupboard tri anoth brand howev perfum half like laundri fragranc person prefer shop around find cheap known brand found subscrib save everi day say quit happi smell nice power leav residu drum cloth come refil pack top contain bin full powder box easi question much also plu seem bleach cloth found happen occasion powder got stuck cloth rins properli stay good price continu buy happi,True,78
1134,spray smell good,True,3
1135,bit sticki,True,2
1136,receiv good condit dove bar soap could buy store,False,9
1137,love way smell light yet last make cloth realli soft fresh would buy,True,13
1138,cost great deliveri first class,True,5
1139,ok job intend,True,3
1140,shower badli design drainag system start smell everi month littl overnight clear,False,12
1141,great price massiv bottl need small amount half cap wash soften cloth smell nice last want someth linger tri lenor unstopp soften cloth,False,23
1142,disappoint think purchas much cheaper supermarket pictur quit mislead size pictur much smaller,True,13
1143,last age decent price quantiti,True,5
1144,like smell bad pleasant one even till end start notic hair dri everi time stope hair back normal,False,18
1145,bought toner recent broke tini bump love simpl shame admit extrem sensit,False,12
1146,bought two week ago pleas simpl mani mani year chang year tri differ make none suit much simpl eco friendli parcel arriv time,False,23
1147,bought medium dark one hopingthat would someth fair btw follow instruct appli wait overnight wait noth apart typic smell dont appreci wast money,False,23
1148,nice put straw right bottom blow come quicker pain come bit,False,11
1149,love big,True,2
1150,love hair feel,True,3
1151,leav hair soft,True,3
1152,smell love,True,2
1153,two bottl open,True,3
1154,love smell persist wash,False,4
1155,good valu,True,2
1156,mess job,True,2
1157,hiya recommend friend purchas twice day remov makeup extrem well leav face smooth hydrat suffer dri great get coupl breakout sever realli chang im becom free sport stress amaz definit buy pricey side either,False,34
1158,bodi wash make soft wish scent though,False,7
1159,havent one dove didnt like bodi wash except pleasant scent leav feel soft definit repurchas figur,False,16
1160,love feel fresh clean wash bod definit give nice hydrat especi chicken bat wing,False,14
1161,get dri winter summer find realli creami badli wash make great moistur lather keep look amaz great valu need buy separ shower moistur,False,23
1162,bodi wash scent overbear dont feel strip moistur get shower price isnt bad either buy bulk never stop,False,18
1163,okay make feel dri probabl dont like one,False,8
1164,love keep super soft smell amaz realli best bodi wash help sensit,False,12
1165,love bodi wash subtl comfort aroma goe smoothli feel like dont drench lotion get hand bit expens pretti much worth,False,20
1166,leav feel sticki smooth smell great qualiti price great,False,9
1167,love dove bodi wash think theyr best smell market smell also stay longer one also nice thick leav feel moistur also lather lot realli easili dont need lot,False,28
1168,say bottom im vegan milk contain,False,6
1169,husband rest famili think wondr,False,5
1170,one best soap,True,3
1171,great valu money,True,3
1172,good good price,False,3
1173,love vaselin much everi night take makeup also keep moist hand nose lip etc,False,14
1174,love tri mani even way money alway come back lip dri hydrat,False,12
1175,cant beat price heavi duti moistur vaselin get realli dri hand feet winter love put feet sock overnight work expens cream fraction price,False,23
1176,vaselin alway necess household alway medicin cabinet alway put lip elbow knee etc,False,13
1177,smell good help dead lip vaselin lip therapi origin mini,False,10
1178,great stapl home qualiti name brand standard good price work great heal abras kind two littl boy stapl home,False,19
1179,tri true lip moistur super afford eczema allergi lot one never fail,False,12
1180,love lotion hate new pump lotion everi surfac bottl night imposs tell side pump favorit lotion look differ brand,False,19
1181,work well prevent sweat,True,4
1182,ok,True,1
1183,exactli say tin tasti snack comfort break,True,7
1184,alth condition white vinegar insread cheaper less toxic particular one great smell nice dud job,True,15
1185,love comfort condition,True,3
1186,good fresh whole hous smell love wash day,True,8
1187,past bag tablet spilt,True,4
1188,best fragranc,True,2
1189,love year howev purchas new tub much smaller last tub ml sure new tub size hope misl,False,17
1190,exactli expect,False,2
1191,mini size great,False,3
1192,iron water past ten tear must say worth everi penni never issu iron stain cloth keep scale away smell divin well highli recommend,False,23
1193,buy veg stock cube big batch week bought strong flavour sure bland recipebut good need look start look elsewher,False,19
1194,love year howev purchas new tub much smaller last tub ml sure new tub smaller size hope misl,False,18
1195,total essenti shower fanci scent clean leav moistur,False,8
1196,wash fresh gentl alway reach dove bodi wash matter scent neg would bottl pump end buy foam wash pump overal would recommend,False,22
1197,like dove bodi wash one smell amaz moistur essenti shower,False,10
1198,doctor recommend everi day im soooo glad ive dove year ive never thought twice differ brand love way smell keep moist like bottl say,False,24
1199,go bodi wash dove easili like year great sensit love scent great keep feel hydrat strip make feel overli dri would definit recommend soap,False,24
1200,deodor amaz best everi would recommend anyon gentl anoth bonu,True,10
1201,bought sale thought absolut steal x ml unbeat daili sinc purchas dec still first bottl remain think need purchas shampoo quit time rate smell great leav hair head beard feel soft fresh clean lather realli easili,True,36
1202,love leav hair smooth,True,4
1203,seem water,True,2
1204,love fragranc seem last long brand absolut valu money price big bottl,False,12
1205,like facial wipe exfoli choos remov makeup last almost four month still pack left,True,14
1206,household normal comfort howev fresh sky scent must say realli nice go snif directli bottl concentr scent much intens realli ultra concentr allow much smaller bottl need much wash machin either half lid worth smaller bottl cours make carbon footprint smaller addit bottl made recycl plastic bonu bottl lid recycl back downsid sleev make sure remov throw bottl recycl hope work make whole thing recycl futur good valu money great scent though latter subject,False,74
1207,love fabric condition,True,3
1208,stuff work unless think condition mean train dog ring like bell leav cloth softer smell fresher,True,16
1209,good dri gentl leav feel clean smell nice basic bodi wash harm way like bodi wash nourish good,False,18
1210,remov make requir rub,False,4
1211,gave wipe girlfriend mention good take make morn hydrat gentl make girlfriend fan simpl rang one get review collect part promot,False,21
1212,realli love ice cream good price tub size well none guest could believ vegan,False,14
1213,watch bought offer expect smaller jar turn good job like mustard,False,11
1214,one favorit get deliv carri hefti thing home win win book,True,11
1215,big ice cream eater love combin dark chocol realli nice raspberri sauc amaz ice cream realli creami,False,17
1216,citru refresh mini either love ice lolli would highli recommend would definit buy,False,13
1217,one favorit flavour pot noodl gone littl recent far better food pure conveni pot noodl cannot deni,True,17
1218,fab,True,1
1219,matter ingredi put exfoli tissu thick rough face pain wipe turn red eventu pleasur comfort buy one pack store tri first order pack box person like anyon happili contact take away rest,True,32
1220,great work realli well,True,4
1221,time buy tin singularli supermarket great,True,6
1222,bit greasi receiv get rd,True,5
1223,realli good valu,True,3
1224,thick hair difficulti find hold without fall flat appli dri hair found moder amount clay hair hold right shine cheap smell good job definit recommend,True,25
1225,great price,True,2
1226,good money get money,True,4
1227,smell great good price get,True,5
1228,time tri other winner,False,4
1229,sweet eat caramel marshmallow chocol etc look liter calori bomb ingredi melt togeth sweet gross im gonna throw eat,False,19
1230,,True,0
1231,love smell leav hair feel great style,True,7
1232,cup tea old man love least everi week lunch time make nice conveni lunch like flavour gone back normal size one less differ one might imagin king usual much expens g king gram,False,33
1233,neatli packag quick deliveri like everyth item thank,True,8
1234,one favourit scent howev u recent notic condition longer pink colour scent dramat chang someon pleas explain disappoint,False,18
1235,amaz cant rate enough got gift u stop smell scent absolut amaz exfoli amaz feel soft u stop wont brand x,False,21
1236,im happi purchas would definit recommend friend famili,False,8
1237,aw hold leav hair flat greasi dri,False,7
1238,bought wash cloth howev need wash machin well say descript,True,10
1239,despit sure year like one,True,5
1240,beauti smell love scent last age,True,6
1241,realli impress smell nice cloth smell fresh week wash,True,9
1242,fast deliveri good valu money,True,5
1243,great great buy,True,3
1244,suffer dri variou part face tri mani noth ever seem work make would sit horribl face look blotchi due dryness found decid give go best decis made week alreadi great improv feel refresh would definit reccommend,False,36
1245,good came wrap around one leak,True,6
1246,smell love fresh,True,3
1247,stuff absolut amaz three week complet transform made soft hydrat smooth alway struggl around nose alway dri extrem dehydr matter tri cream complet sort issu make sit nice nose rest purchas sleep cream also day version much prefer one day night night one littl bit moisturis,False,46
1248,hair,True,1
1249,good,True,1
1250,got mr hinch thank reason tri wow glad non scratch scour pad minki spong leav oven hob tap sink also shower screen gleam amaz,True,24
